wind.dir.9.am,rainfall,pressure.9.am,wind.dir.3.pm,evaporation,date,humidity.9.am,sunshine,wind.speed.9.am,temp.3.pm.c,pressure.3.pm,temp.9.am.c,location,wind.gust.speed,wind.speed.3.pm,humidity.3.pm,wind.gust.dir,min.temp.c,rain.today,max.temp.c,rain.tomorrow
SSE,0.0,1019.7,E,,2016-06-18,58.0,,7.0,14.8,1018.4,12.9,Adelaide,28.0,11.0,53.0,E,11.0,No,15.4,No
,0.0,1019.1,SSE,,2016-06-19,78.0,,0.0,14.3,1015.1,11.4,Adelaide,20.0,7.0,56.0,S,7.0,No,15.1,No
NNW,0.6,1013.1,W,,2016-06-20,92.0,,4.0,12.7,1009.8,10.5,Adelaide,26.0,11.0,86.0,WNW,6.2,No,15.0,Yes
N,3.8,1003.2,NW,,2016-06-21,87.0,,11.0,13.5,1001.4,11.1,Adelaide,39.0,9.0,94.0,WNW,9.7,Yes,14.2,Yes
W,11.8,1010.3,WNW,,2016-06-22,67.0,,9.0,15.5,1010.0,13.5,Adelaide,39.0,17.0,63.0,WNW,10.2,Yes,16.5,Yes
N,2.6,1005.1,WSW,,2016-06-23,76.0,,17.0,10.1,1002.6,11.6,Adelaide,48.0,17.0,95.0,NNW,10.8,Yes,12.6,Yes
SW,20.0,1015.0,SW,,2016-06-24,61.0,,22.0,12.6,1018.2,10.1,Adelaide,63.0,19.0,58.0,WSW,7.5,Yes,12.8,No
ENE,0.6,1025.5,N,,2016-06-25,84.0,,2.0,12.5,1022.4,8.8,Adelaide,22.0,9.0,60.0,N,4.2,No,13.6,No
N,0.0,1019.1,NW,,2016-06-26,64.0,,9.0,12.6,1016.0,10.5,Adelaide,30.0,17.0,63.0,W,8.8,No,14.3,Yes
NE,2.6,1021.2,SW,,2016-06-27,94.0,,2.0,14.9,1021.4,10.4,Adelaide,24.0,9.0,54.0,SW,8.5,Yes,15.4,No
N,0.0,1027.5,NW,,2016-06-28,76.0,,9.0,15.6,1026.2,10.5,Adelaide,28.0,11.0,56.0,WNW,8.9,No,16.2,No
N,0.0,1025.1,N,,2016-06-29,62.0,,11.0,13.0,1019.2,11.2,Adelaide,50.0,22.0,54.0,NNW,6.2,No,13.2,Yes
NW,1.6,1012.9,WSW,,2016-06-30,87.0,,17.0,13.2,1014.9,12.1,Adelaide,50.0,24.0,53.0,W,9.9,Yes,14.4,Yes
NNE,2.6,1026.1,W,,2016-07-01,90.0,,6.0,14.2,1025.8,9.1,Adelaide,24.0,7.0,69.0,WNW,6.1,Yes,14.2,Yes
N,1.4,1030.2,NW,,2016-07-02,94.0,,6.0,15.5,1028.6,11.8,Adelaide,30.0,11.0,63.0,W,9.1,Yes,15.7,No
N,0.0,1027.1,NNW,,2016-07-03,75.0,,11.0,15.3,1022.1,11.0,Adelaide,28.0,11.0,55.0,NNW,10.2,No,15.8,No
N,0.2,1015.0,SW,,2016-07-04,86.0,,9.0,10.1,1010.0,10.0,Adelaide,43.0,19.0,90.0,W,9.6,No,11.5,Yes
SW,37.6,1016.8,SW,,2016-07-05,95.0,,7.0,12.1,1018.8,10.2,Adelaide,57.0,17.0,85.0,SSW,6.2,Yes,14.0,Yes
,2.4,1024.7,S,,2016-07-06,97.0,,0.0,13.7,1023.4,9.0,Adelaide,24.0,7.0,75.0,SW,6.2,Yes,14.5,Yes
,1.6,1024.8,WNW,,2016-07-07,93.0,,0.0,13.4,1021.6,7.7,Adelaide,22.0,9.0,65.0,W,5.4,Yes,14.7,No
,0.0,1023.6,W,,2016-07-08,81.0,,0.0,13.3,1022.5,7.6,Adelaide,17.0,6.0,66.0,WNW,3.1,No,14.4,No
NE,0.0,1023.8,NE,,2016-07-09,65.0,,7.0,13.7,1018.1,10.7,Adelaide,37.0,11.0,55.0,NNE,4.7,No,14.4,Yes
NNE,6.6,1008.6,N,,2016-07-10,64.0,,17.0,15.0,1004.6,13.5,Adelaide,46.0,20.0,67.0,NNE,10.7,Yes,15.9,Yes
NNW,1.4,1005.5,NW,,2016-07-11,64.0,,19.0,15.1,1003.8,11.7,Adelaide,44.0,20.0,66.0,NNW,10.4,Yes,15.8,Yes
W,6.0,1006.7,W,,2016-07-12,62.0,,22.0,9.4,1011.0,9.8,Adelaide,70.0,30.0,60.0,SW,8.0,Yes,11.0,Yes
SW,7.0,1026.9,WSW,,2016-07-13,61.0,,15.0,13.2,1028.9,11.0,Adelaide,48.0,17.0,54.0,W,6.4,Yes,13.8,No
NNE,0.6,1034.5,W,,2016-07-14,88.0,,6.0,13.3,1032.3,8.3,Adelaide,26.0,15.0,58.0,NNW,6.0,No,13.7,No
NNE,0.2,1034.7,WNW,,2016-07-15,58.0,,6.0,13.8,1032.0,10.2,Adelaide,22.0,6.0,46.0,WNW,7.3,No,14.3,No
,0.0,1032.2,NNW,,2016-07-16,73.0,,0.0,16.0,1028.4,7.4,Adelaide,20.0,6.0,40.0,N,2.0,No,16.1,No
NNE,0.0,1026.1,N,,2016-07-17,65.0,,7.0,16.2,1021.6,10.5,Adelaide,28.0,15.0,36.0,NE,2.8,No,16.9,No
NNE,0.0,1021.5,W,,2016-07-18,66.0,,6.0,18.3,1019.3,13.9,Adelaide,26.0,15.0,47.0,N,8.8,No,19.9,No
,0.0,1021.7,SW,,2016-07-19,83.0,,0.0,17.9,1019.4,11.5,Adelaide,19.0,9.0,58.0,WSW,8.7,No,20.2,Yes
NE,5.0,1020.4,E,,2016-07-20,76.0,,4.0,17.3,1018.5,15.6,Adelaide,22.0,11.0,70.0,NE,11.4,Yes,18.5,No
NE,0.0,1014.1,N,,2016-07-21,73.0,,7.0,21.8,1008.6,16.8,Adelaide,37.0,15.0,61.0,WNW,13.0,No,22.7,No
NW,0.6,1004.4,NW,,2016-07-22,81.0,,15.0,13.1,1000.8,14.2,Adelaide,72.0,17.0,85.0,W,14.0,No,15.7,Yes
SSW,4.2,1014.3,W,,2016-07-23,77.0,,4.0,13.2,1015.1,10.2,Adelaide,41.0,13.0,49.0,W,9.2,Yes,13.9,No
N,0.0,1008.6,W,,2016-07-24,73.0,,17.0,12.3,1008.5,10.0,Adelaide,65.0,20.0,65.0,W,6.2,No,13.1,Yes
WNW,11.4,1015.8,NW,,2016-07-25,75.0,,15.0,12.4,1012.2,12.0,Adelaide,46.0,20.0,87.0,WSW,7.4,Yes,12.7,Yes
N,8.8,1016.0,NNW,,2016-07-26,82.0,,7.0,10.6,1010.5,9.4,Adelaide,46.0,13.0,82.0,NNW,8.1,Yes,11.8,Yes
SSW,10.4,1022.7,WSW,,2016-07-27,68.0,,9.0,13.2,1025.3,11.3,Adelaide,39.0,13.0,57.0,SW,9.1,Yes,14.1,No
NW,0.2,1029.5,NW,,2016-07-28,82.0,,9.0,13.7,1027.5,12.4,Adelaide,24.0,11.0,63.0,W,10.4,No,14.2,No
,0.0,1026.5,NW,,2016-07-29,78.0,,0.0,14.9,1023.2,10.5,Adelaide,20.0,9.0,61.0,NW,9.7,No,16.1,No
N,0.0,1018.6,N,,2016-07-30,48.0,,17.0,16.1,1013.8,14.0,Adelaide,44.0,13.0,57.0,N,9.2,No,17.4,Yes
NNE,3.8,1016.9,N,,2016-07-31,87.0,,9.0,16.4,1012.5,13.5,Adelaide,26.0,13.0,74.0,N,12.0,Yes,16.8,Yes
WSW,11.0,1013.5,SSW,,2016-08-01,94.0,,9.0,12.5,1014.8,12.7,Adelaide,44.0,11.0,79.0,SSW,11.8,Yes,13.9,Yes
SSW,1.8,1027.2,SW,,2016-08-02,69.0,,9.0,13.6,1026.4,10.0,Adelaide,35.0,24.0,63.0,SSW,4.8,Yes,14.9,No
SW,0.0,1030.7,SSE,,2016-08-03,77.0,,9.0,13.9,1029.2,11.6,Adelaide,81.0,9.0,48.0,E,6.5,No,15.2,No
,0.4,1031.2,ESE,,2016-08-04,78.0,,0.0,12.1,1029.5,9.5,Adelaide,22.0,7.0,50.0,NE,5.4,No,12.6,No
NE,0.0,1030.4,NNW,,2016-08-05,60.0,,6.0,14.2,1027.8,10.0,Adelaide,24.0,7.0,46.0,N,3.7,No,14.7,No
NNE,0.0,1026.6,NW,,2016-08-06,60.0,,6.0,16.2,1023.5,11.2,Adelaide,28.0,13.0,40.0,NNW,3.4,No,17.2,No
NE,0.0,1023.6,NNW,,2016-08-07,49.0,,9.0,19.0,1020.8,13.5,Adelaide,31.0,17.0,36.0,N,5.0,No,19.5,No
NNE,0.0,1019.6,NNW,,2016-08-08,35.0,,11.0,21.4,1015.9,17.1,Adelaide,37.0,13.0,36.0,NNE,12.8,No,22.0,No
NE,0.6,1008.9,WNW,,2016-08-09,70.0,,9.0,12.6,1007.7,14.0,Adelaide,57.0,19.0,78.0,WSW,13.2,No,18.7,Yes
NW,3.6,1013.6,W,,2016-08-10,78.0,,17.0,13.2,1013.6,11.6,Adelaide,56.0,31.0,74.0,NW,9.1,Yes,15.0,Yes
NNW,8.2,1023.2,W,,2016-08-11,86.0,,4.0,15.1,1022.8,11.3,Adelaide,39.0,11.0,53.0,WSW,6.2,Yes,16.0,No
NNW,0.0,1021.2,NW,,2016-08-12,65.0,,13.0,17.8,1018.5,12.2,Adelaide,48.0,15.0,47.0,NNW,8.1,No,18.0,No
N,0.0,1025.7,WNW,,2016-08-13,96.0,,4.0,15.3,1024.9,10.2,Adelaide,30.0,11.0,56.0,WNW,7.9,No,15.8,No
NNE,0.0,1030.6,NNW,,2016-08-14,75.0,,9.0,16.5,1028.3,11.2,Adelaide,20.0,9.0,42.0,WNW,7.8,No,17.0,No
NNE,0.0,1028.9,NNW,,2016-08-15,47.0,,9.0,20.5,1025.0,14.8,Adelaide,26.0,13.0,33.0,NNW,4.8,No,20.8,No
NNE,0.0,1022.3,N,,2016-08-16,33.0,,15.0,20.5,1018.9,17.6,Adelaide,41.0,15.0,29.0,N,10.2,No,22.6,No
,0.8,1022.8,N,,2016-08-17,65.0,,0.0,20.9,1018.8,14.8,Adelaide,26.0,13.0,40.0,NNE,7.8,No,21.8,No
N,0.0,1010.8,N,,2016-08-18,32.0,,22.0,23.2,1006.9,20.1,Adelaide,63.0,24.0,28.0,NE,12.2,No,24.7,Yes
WNW,16.8,1011.3,WNW,,2016-08-19,87.0,,11.0,9.8,1012.3,10.4,Adelaide,57.0,19.0,84.0,W,8.6,Yes,14.3,Yes
W,7.0,1019.1,WSW,,2016-08-20,72.0,,15.0,13.1,1018.2,12.1,Adelaide,41.0,11.0,81.0,W,7.6,Yes,15.6,No
NNE,0.2,1017.8,WNW,,2016-08-21,74.0,,7.0,16.6,1014.1,11.1,Adelaide,28.0,17.0,42.0,W,7.5,No,17.2,No
NE,0.0,1014.7,SW,,2016-08-22,57.0,,2.0,16.5,1013.4,12.0,Adelaide,20.0,13.0,38.0,WSW,4.8,No,17.6,No
NNW,0.0,1017.8,SW,,2016-08-23,72.0,,7.0,15.1,1015.6,11.7,Adelaide,24.0,13.0,53.0,SE,4.8,No,16.7,No
,0.0,1016.4,ENE,,2016-08-24,70.0,,0.0,14.0,1014.6,11.7,Adelaide,26.0,7.0,52.0,WSW,6.9,No,16.6,No
N,0.0,1020.6,SW,,2016-08-25,64.0,,2.0,14.8,1020.0,10.6,Adelaide,31.0,15.0,54.0,SSW,3.9,No,15.5,No
ENE,0.0,1026.1,WNW,,2016-08-26,77.0,,2.0,13.3,1023.6,9.3,Adelaide,20.0,9.0,47.0,NW,5.8,No,14.2,No
NNE,0.0,1023.0,NW,,2016-08-27,50.0,,9.0,17.3,1018.9,12.5,Adelaide,35.0,15.0,28.0,N,3.9,No,18.4,No
NE,0.0,1018.1,NE,,2016-08-28,30.0,,11.0,21.5,1013.8,17.2,Adelaide,37.0,17.0,30.0,NNE,7.9,No,21.8,Yes
NNE,1.6,1016.3,NE,,2016-08-29,37.0,,13.0,20.1,1011.4,17.2,Adelaide,46.0,15.0,34.0,NE,12.8,Yes,22.4,Yes
NNE,5.8,1012.9,NNW,,2016-08-30,96.0,,9.0,18.9,1010.6,13.7,Adelaide,35.0,15.0,64.0,NW,12.7,Yes,19.9,No
WNW,1.0,1018.5,SW,,2016-08-31,80.0,,11.0,15.2,1017.7,14.3,Adelaide,28.0,13.0,79.0,SW,11.9,No,16.8,No
NE,0.2,1018.0,E,,2016-09-01,66.0,,7.0,17.5,1013.2,15.3,Adelaide,24.0,11.0,54.0,SSW,9.2,No,19.4,No
SSW,0.2,1011.7,SW,,2016-09-02,68.0,,2.0,17.4,1009.2,14.8,Adelaide,31.0,15.0,57.0,SW,9.6,No,18.8,No
WNW,0.4,1014.4,WSW,,2016-09-03,83.0,,15.0,14.4,1016.8,13.2,Adelaide,50.0,26.0,54.0,SW,9.2,No,15.7,No
N,1.0,1027.3,WNW,,2016-09-04,77.0,,4.0,16.1,1026.9,12.3,Adelaide,24.0,13.0,54.0,WNW,8.7,No,17.1,No
N,0.0,1030.2,N,,2016-09-05,66.0,,9.0,19.2,1026.8,13.4,Adelaide,24.0,9.0,40.0,N,6.4,No,20.1,No
NE,0.0,1028.1,N,,2016-09-06,43.0,,9.0,22.1,1025.0,17.2,Adelaide,22.0,6.0,34.0,ENE,8.2,No,22.6,No
NNE,0.0,1023.6,NNE,,2016-09-07,36.0,,13.0,24.5,1017.9,20.0,Adelaide,46.0,22.0,30.0,N,11.6,No,25.0,Yes
NE,1.2,1015.0,NNE,,2016-09-08,67.0,,6.0,19.9,1010.2,17.6,Adelaide,37.0,15.0,68.0,NNE,16.1,Yes,20.1,Yes
SW,30.4,1015.2,WSW,,2016-09-09,77.0,,17.0,16.3,1015.6,13.1,Adelaide,35.0,19.0,65.0,SW,10.7,Yes,16.7,No
SW,0.2,1022.7,W,,2016-09-10,58.0,,13.0,14.4,1020.7,12.7,Adelaide,24.0,11.0,59.0,W,10.8,No,15.6,No
N,0.0,1021.2,W,,2016-09-11,68.0,,7.0,17.3,1019.1,12.9,Adelaide,26.0,9.0,50.0,WNW,6.1,No,18.0,No
ENE,0.0,1020.4,ESE,,2016-09-12,80.0,,4.0,11.9,1018.6,12.6,Adelaide,26.0,6.0,82.0,ESE,10.8,No,12.9,Yes
N,6.2,1016.4,WSW,,2016-09-13,76.0,,6.0,9.5,1011.4,11.0,Adelaide,35.0,17.0,96.0,SW,9.0,Yes,13.7,Yes
WSW,15.6,1010.0,WSW,,2016-09-14,84.0,,30.0,10.6,1008.6,9.0,Adelaide,61.0,26.0,92.0,WNW,8.6,Yes,11.9,Yes
SW,16.6,1016.2,WSW,,2016-09-15,85.0,,13.0,14.1,1015.2,11.8,Adelaide,31.0,15.0,56.0,SW,8.9,Yes,15.4,No
N,0.0,1018.8,NNW,,2016-09-16,70.0,,11.0,18.7,1016.0,12.7,Adelaide,31.0,17.0,30.0,N,6.6,No,19.0,No
N,0.0,1015.0,SW,,2016-09-17,43.0,,9.0,15.8,1012.7,16.9,Adelaide,31.0,19.0,64.0,WSW,12.2,No,20.9,Yes
SW,2.4,1017.6,SW,,2016-09-18,65.0,,13.0,12.0,1016.1,11.7,Adelaide,33.0,13.0,74.0,SW,7.8,Yes,13.8,No
N,0.4,1014.4,N,,2016-09-19,65.0,,15.0,15.9,1010.0,11.2,Adelaide,31.0,15.0,40.0,N,6.7,No,16.4,No
N,0.4,1010.8,NW,,2016-09-20,72.0,,9.0,17.0,1007.3,12.8,Adelaide,31.0,11.0,68.0,WSW,11.2,No,18.4,Yes
SSW,1.6,1016.9,SW,,2016-09-21,58.0,,17.0,12.7,1018.1,12.3,Adelaide,41.0,20.0,56.0,SW,10.8,Yes,14.0,No
SSW,0.0,1022.5,WSW,,2016-09-22,60.0,,11.0,15.0,1019.6,12.0,Adelaide,24.0,9.0,49.0,WSW,6.5,No,15.5,No
NE,0.0,1013.9,NNW,,2016-09-23,47.0,,15.0,20.6,1008.4,15.1,Adelaide,37.0,13.0,43.0,N,5.6,No,20.8,Yes
NNE,2.4,1006.9,WSW,,2016-09-24,92.0,,9.0,15.4,1006.6,12.7,Adelaide,35.0,19.0,67.0,WSW,12.5,Yes,16.6,Yes
S,2.0,1016.9,WSW,,2016-09-25,77.0,,15.0,16.2,1014.1,10.5,Adelaide,33.0,15.0,49.0,SW,8.2,Yes,17.0,No
N,0.0,1012.6,WSW,,2016-09-26,44.0,,11.0,15.4,1012.1,13.9,Adelaide,43.0,20.0,50.0,WSW,8.3,No,17.6,No
NW,0.0,1016.9,NW,,2016-09-27,60.0,,9.0,15.7,1014.8,13.7,Adelaide,39.0,9.0,49.0,SW,7.9,No,18.3,No
NE,0.0,1003.4,ENE,,2016-09-28,38.0,,15.0,17.2,989.8,18.2,Adelaide,50.0,19.0,61.0,N,7.0,No,19.9,Yes
WSW,37.8,982.3,WSW,,2016-09-29,80.0,,31.0,11.1,986.4,11.2,Adelaide,69.0,13.0,94.0,WSW,7.6,Yes,15.8,Yes
SW,12.2,1002.5,SW,,2016-09-30,83.0,,22.0,13.7,1005.0,13.3,Adelaide,50.0,20.0,70.0,WSW,9.1,Yes,15.6,Yes
NW,4.2,1008.2,NNW,,2016-10-01,55.0,,11.0,19.6,1004.6,13.4,Adelaide,56.0,13.0,42.0,NNE,10.3,Yes,21.8,No
NNW,0.0,996.1,WSW,,2016-10-02,35.0,,11.0,17.7,996.7,19.8,Adelaide,44.0,15.0,56.0,N,12.9,No,20.7,Yes
WNW,27.6,1001.4,W,,2016-10-03,95.0,,19.0,12.0,1004.8,9.1,Adelaide,54.0,24.0,76.0,W,7.7,Yes,15.0,Yes
W,11.8,1008.3,WSW,,2016-10-04,93.0,,15.0,15.3,1013.6,12.2,Adelaide,65.0,26.0,54.0,W,9.1,Yes,16.4,No
N,0.0,1019.6,WNW,,2016-10-05,75.0,,9.0,20.0,1019.3,11.3,Adelaide,35.0,17.0,43.0,W,8.1,No,20.6,No
NNE,0.0,1017.9,N,,2016-10-06,39.0,,13.0,28.0,1014.6,20.6,Adelaide,46.0,24.0,24.0,NNE,11.2,No,28.8,No
N,0.0,1016.0,NW,,2016-10-07,35.0,,11.0,23.0,1015.6,20.6,Adelaide,30.0,7.0,42.0,N,16.5,No,24.0,No
ENE,0.0,1021.8,NE,,2016-10-08,54.0,,9.0,23.5,1017.3,14.8,Adelaide,30.0,11.0,35.0,N,10.0,No,26.1,No
N,0.0,1002.3,W,,2016-10-09,30.0,,22.0,17.5,1009.4,25.5,Adelaide,54.0,19.0,89.0,NNE,14.8,No,26.4,Yes
WSW,2.0,1015.5,WSW,,2016-10-10,70.0,,15.0,14.9,1017.3,12.7,Adelaide,50.0,28.0,46.0,W,11.8,Yes,16.5,No
SSW,0.4,1023.4,SW,,2016-10-11,62.0,,19.0,15.4,1023.5,12.5,Adelaide,37.0,20.0,50.0,SW,10.8,No,16.8,No
S,0.8,1023.3,SW,,2016-10-12,76.0,,9.0,16.1,1023.3,12.9,Adelaide,30.0,17.0,59.0,WSW,10.2,No,17.2,No
SSW,0.6,1026.5,WSW,,2016-10-13,67.0,,6.0,18.3,1023.9,13.0,Adelaide,28.0,15.0,48.0,WSW,6.4,No,19.6,No
NNE,0.0,1022.4,WNW,,2016-10-14,31.0,,13.0,24.9,1018.3,18.3,Adelaide,31.0,17.0,34.0,N,11.7,No,25.5,No
NNE,0.0,1012.8,N,,2016-10-15,20.0,,19.0,27.4,1006.8,20.3,Adelaide,54.0,30.0,16.0,N,16.8,No,28.3,Yes
NW,1.2,1005.4,WSW,,2016-10-16,85.0,,13.0,11.7,1005.1,12.5,Adelaide,44.0,17.0,90.0,SW,12.5,Yes,15.4,Yes
W,14.2,1014.4,W,,2016-10-17,56.0,,17.0,14.2,1014.4,14.4,Adelaide,43.0,17.0,67.0,NW,8.5,Yes,16.2,Yes
WNW,4.2,1015.3,SW,,2016-10-18,72.0,,19.0,13.3,1017.5,12.6,Adelaide,59.0,19.0,67.0,WSW,10.0,Yes,15.4,Yes
NNE,3.8,1022.6,NNW,,2016-10-19,64.0,,7.0,17.7,1019.3,10.7,Adelaide,28.0,13.0,37.0,N,4.9,Yes,20.0,No
NE,0.0,1013.2,N,,2016-10-20,38.0,,9.0,29.7,1006.5,20.0,Adelaide,57.0,28.0,23.0,NNE,9.1,No,30.8,Yes
SW,9.4,1016.1,WSW,,2016-10-21,88.0,,9.0,15.5,1017.5,11.9,Adelaide,43.0,22.0,46.0,WSW,10.6,Yes,16.5,No
SSE,0.2,1027.3,SE,,2016-10-22,54.0,,13.0,14.2,1027.2,11.5,Adelaide,35.0,13.0,44.0,SSW,6.5,No,15.8,No
ESE,0.0,1029.8,S,,2016-10-23,54.0,,6.0,17.2,1026.5,11.3,Adelaide,28.0,7.0,39.0,ESE,7.2,No,17.6,No
NNE,0.0,1022.1,NNW,,2016-10-24,43.0,,11.0,22.3,1017.4,15.6,Adelaide,35.0,11.0,24.0,N,8.0,No,23.1,No
NNE,0.0,1011.5,NNW,,2016-10-25,22.0,,15.0,27.3,1009.0,21.0,Adelaide,37.0,17.0,16.0,N,15.6,No,27.8,No
SSW,0.0,1015.3,SW,,2016-10-26,77.0,,13.0,18.1,1017.1,15.4,Adelaide,35.0,20.0,49.0,SSW,14.2,No,19.0,No
E,0.0,1022.5,S,,2016-10-27,53.0,,11.0,20.2,1019.2,15.0,Adelaide,26.0,7.0,38.0,SSE,9.5,No,20.8,No
SSW,0.0,1020.2,SW,,2016-10-28,58.0,,7.0,21.6,1017.8,16.1,Adelaide,26.0,15.0,35.0,WSW,8.6,No,22.1,No
NE,0.0,1014.0,NNE,,2016-10-29,31.0,,11.0,29.6,1006.7,21.3,Adelaide,46.0,17.0,16.0,NE,8.8,No,30.0,No
WNW,0.0,1008.5,WSW,,2016-10-30,65.0,,22.0,15.4,1011.9,17.1,Adelaide,59.0,30.0,45.0,WSW,15.4,No,18.2,No
WSW,0.6,1018.5,W,,2016-10-31,47.0,,15.0,17.2,1017.2,13.3,Adelaide,41.0,13.0,46.0,W,10.5,No,18.4,No
W,0.0,1016.2,WSW,,2016-11-01,66.0,,13.0,16.0,1016.3,14.0,Adelaide,37.0,17.0,55.0,W,11.8,No,18.8,No
WSW,0.0,1019.9,W,,2016-11-02,54.0,,11.0,18.5,1019.6,14.6,Adelaide,28.0,11.0,43.0,SW,10.2,No,19.5,No
NNE,0.0,1020.8,WSW,,2016-11-03,59.0,,9.0,24.2,1017.9,15.2,Adelaide,26.0,11.0,32.0,W,8.1,No,25.3,No
NNE,0.0,1014.2,WSW,,2016-11-04,47.0,,9.0,26.3,1012.8,18.3,Adelaide,46.0,22.0,24.0,SSW,9.7,No,28.2,No
SSW,0.0,1020.0,SW,,2016-11-05,53.0,,15.0,18.6,1020.0,14.9,Adelaide,39.0,17.0,48.0,SW,11.0,No,19.3,No
WNW,0.0,1018.0,WNW,,2016-11-06,66.0,,11.0,23.7,1013.2,16.0,Adelaide,26.0,7.0,27.0,N,11.1,No,25.1,No
SW,0.0,1005.4,WSW,,2016-11-07,44.0,,11.0,22.3,1004.5,20.6,Adelaide,44.0,19.0,49.0,WSW,15.3,No,26.2,No
SSE,0.0,1014.2,SW,,2016-11-08,49.0,,11.0,18.4,1012.6,13.8,Adelaide,39.0,20.0,46.0,WSW,9.7,No,19.3,No
N,0.0,1014.9,SW,,2016-11-09,58.0,,6.0,20.7,1010.8,14.9,Adelaide,33.0,19.0,46.0,WSW,9.0,No,23.1,No
,0.0,1013.0,SW,,2016-11-10,51.0,,0.0,24.1,1009.9,17.3,Adelaide,22.0,13.0,37.0,SW,9.8,No,25.1,No
E,0.0,1004.4,NE,,2016-11-11,29.0,,11.0,30.2,997.8,25.1,Adelaide,63.0,13.0,31.0,SW,13.9,No,32.0,Yes
W,14.0,1003.2,W,,2016-11-12,71.0,,20.0,17.1,1004.2,16.9,Adelaide,54.0,24.0,70.0,WSW,14.4,Yes,20.2,Yes
SW,16.4,1009.0,SW,,2016-11-13,70.0,,26.0,15.6,1011.8,13.4,Adelaide,57.0,28.0,61.0,SSW,11.6,Yes,17.1,Yes
SW,1.8,1019.5,SW,,2016-11-14,58.0,,19.0,18.1,1020.2,14.4,Adelaide,37.0,19.0,51.0,SW,11.4,Yes,18.5,No
SW,0.0,1024.0,WSW,,2016-11-15,65.0,,7.0,18.8,1022.4,14.1,Adelaide,28.0,15.0,52.0,WSW,10.3,No,19.5,No
NNE,0.0,1022.9,W,,2016-11-16,53.0,,6.0,28.4,1019.1,18.1,Adelaide,24.0,13.0,34.0,N,8.8,No,29.4,No
N,0.0,1015.1,NW,,2016-11-17,23.0,,17.0,34.0,1012.6,27.5,Adelaide,44.0,20.0,12.0,NW,17.0,No,35.2,No
NNE,0.0,1018.0,WNW,,2016-11-18,64.0,,4.0,25.3,1016.4,18.8,Adelaide,22.0,11.0,48.0,ENE,17.1,No,25.9,No
SSW,0.0,1019.4,WSW,,2016-11-19,41.0,,4.0,28.8,1016.0,19.2,Adelaide,28.0,11.0,31.0,W,15.0,No,29.3,No
WNW,0.0,1013.3,WNW,,2016-11-20,45.0,,2.0,35.1,1010.0,26.0,Adelaide,28.0,11.0,19.0,WSW,16.9,No,36.1,No
NNW,0.0,1006.1,WSW,,2016-11-21,27.0,,13.0,28.8,1008.2,29.7,Adelaide,39.0,20.0,27.0,SW,21.9,No,32.0,No
E,0.8,1017.1,SSE,,2016-11-22,62.0,,4.0,15.6,1017.5,16.4,Adelaide,22.0,11.0,59.0,SE,14.4,No,17.8,No
SSW,0.2,1022.3,S,,2016-11-23,43.0,,13.0,20.1,1020.7,15.0,Adelaide,33.0,19.0,34.0,SW,9.3,No,21.2,No
SW,0.0,1022.9,WSW,,2016-11-24,49.0,,7.0,19.6,1020.5,15.4,Adelaide,37.0,17.0,46.0,WSW,8.1,No,21.0,No
SSW,0.0,1022.7,SSW,,2016-11-25,56.0,,11.0,22.5,1021.4,16.2,Adelaide,30.0,20.0,38.0,SW,11.3,No,23.2,No
SE,0.0,1024.6,ENE,,2016-11-26,52.0,,6.0,23.2,1021.0,16.1,Adelaide,28.0,9.0,40.0,WSW,9.3,No,24.8,No
S,0.0,1020.8,WSW,,2016-11-27,49.0,,6.0,27.7,1017.2,17.6,Adelaide,26.0,11.0,16.0,WNW,9.2,No,27.9,No
NNE,0.0,1014.4,SW,,2016-11-28,29.0,,2.0,29.0,1012.9,22.2,Adelaide,31.0,17.0,20.0,WSW,12.2,No,29.5,No
SW,0.0,1012.5,SW,,2016-11-29,32.0,,4.0,25.8,1011.5,21.2,Adelaide,30.0,17.0,31.0,SW,12.8,No,27.3,No
NW,0.0,1012.5,SW,,2016-11-30,64.0,,2.0,23.1,1010.4,16.4,Adelaide,43.0,22.0,44.0,WSW,13.0,No,23.4,No
ENE,0.0,1010.2,SW,,2016-12-01,58.0,,6.0,20.9,1008.6,16.8,Adelaide,28.0,7.0,55.0,SW,11.7,No,24.1,No
S,0.0,1014.6,SW,,2016-12-02,64.0,,11.0,22.5,1013.3,17.5,Adelaide,35.0,20.0,46.0,WSW,11.4,No,24.9,No
ENE,0.0,1014.4,WSW,,2016-12-03,38.0,,9.0,31.9,1011.1,20.1,Adelaide,26.0,13.0,23.0,WSW,11.4,No,32.2,No
N,0.0,1010.2,NNE,,2016-12-04,66.0,,22.0,25.2,1004.9,23.5,Adelaide,48.0,13.0,66.0,SW,18.4,No,29.0,Yes
S,4.6,1014.3,SW,,2016-12-05,58.0,,7.0,21.4,1013.5,16.9,Adelaide,33.0,15.0,45.0,WSW,13.5,Yes,22.7,No
NNW,0.0,1016.4,W,,2016-12-06,48.0,,6.0,22.5,1016.3,18.4,Adelaide,26.0,11.0,44.0,WSW,12.8,No,23.6,No
NE,0.0,1014.2,WNW,,2016-12-07,45.0,,11.0,28.0,1008.4,21.2,Adelaide,39.0,17.0,40.0,WSW,12.7,No,31.3,Yes
