WindDir3pm,Temp9amF,Temp3pmF,Date,RainToday,Cloud9am,RainTomorrow,Sunshine,MaxTempF,MinTempF,Rainfall,Location,WindGustDir,Pressure9am,Humidity3pm,Pressure3pm,WindGustSpeed,Cloud3pm,Evaporation,WindSpeed9am,WindSpeed3pm,WindDir9am,Humidity9am
ENE,79.34,81.68,2016-10-09,No,,No,,84.74,63.14,0.0,Townsville,ENE,1018.2,50.0,1014.8,31.0,,10.2,13.0,22.0,ENE,52.0
NE,80.6,82.75999999999999,2016-10-10,No,,No,,86.18,67.46,0.0,Townsville,,1017.6,50.0,1014.0,,,8.0,17.0,24.0,ENE,55.0
N,80.78,84.56,2016-10-11,No,,No,,88.16,63.68,0.0,Townsville,N,1013.9,47.0,1008.9,30.0,,9.0,9.0,20.0,N,58.0
NE,83.3,85.46000000000001,2016-10-12,No,,No,,88.7,66.92,0.0,Townsville,ENE,1012.4,55.0,1009.6,37.0,,7.6,4.0,26.0,SW,49.0
N,82.94,84.56,2016-10-13,No,,No,,87.98,75.38,0.0,Townsville,NE,1013.4,53.0,1010.0,37.0,4.0,8.6,13.0,24.0,NE,58.0
ENE,79.34,79.34,2016-10-14,No,7.0,No,,86.18,74.12,0.0,Townsville,ENE,1015.1,63.0,1012.4,46.0,8.0,8.0,20.0,33.0,ESE,63.0
ENE,76.64,80.42,2016-10-15,No,8.0,No,,84.02,70.7,0.0,Townsville,ESE,1017.5,54.0,1014.6,50.0,7.0,11.2,26.0,30.0,ESE,60.0
ENE,79.88,83.12,2016-10-16,No,1.0,No,,86.53999999999999,68.72,0.0,Townsville,E,1017.1,62.0,1013.6,44.0,3.0,8.0,28.0,28.0,ESE,57.0
NNE,81.14,84.2,2016-10-17,No,,No,,86.0,73.94,0.0,Townsville,NNE,1015.8,43.0,1011.4,35.0,,8.6,17.0,26.0,NNE,69.0
,80.42,84.74,2016-10-18,No,8.0,No,,87.8,71.6,0.0,Townsville,,1015.4,53.0,1011.9,,,8.4,9.0,,NW,64.0
NE,82.58,83.66,2016-10-19,No,,No,,88.16,72.86,0.0,Townsville,,1015.8,58.0,1013.2,,,9.6,19.0,24.0,ENE,58.0
ENE,83.12,84.56,2016-10-20,No,,No,,87.98,77.18,0.0,Townsville,,1016.9,56.0,1014.5,,,11.0,22.0,30.0,ENE,63.0
ENE,82.75999999999999,83.48,2016-10-21,No,8.0,No,,87.26,74.84,0.0,Townsville,ENE,1018.4,51.0,1015.2,43.0,,11.6,28.0,30.0,E,54.0
ENE,82.75999999999999,83.84,2016-10-22,No,,No,,86.18,74.66,0.0,Townsville,NE,1016.3,51.0,1012.5,35.0,8.0,12.0,20.0,26.0,ENE,50.0
ENE,82.4,81.14,2016-10-23,No,,Yes,,89.06,73.58,0.0,Townsville,S,1014.2,62.0,1011.0,39.0,8.0,10.0,15.0,20.0,SW,55.0
NE,75.38,78.8,2016-10-24,Yes,2.0,No,,83.12,69.44,8.2,Townsville,NE,1016.3,54.0,1012.7,44.0,,6.8,13.0,31.0,S,63.0
NE,77.9,82.04,2016-10-25,No,1.0,No,,85.64,65.84,0.0,Townsville,NE,1017.8,43.0,1014.1,41.0,,8.4,24.0,30.0,E,52.0
ENE,81.68,82.75999999999999,2016-10-26,No,,No,,85.82,70.88,0.0,Townsville,E,1018.4,60.0,1014.1,41.0,,10.4,26.0,31.0,E,65.0
ENE,80.6,81.86,2016-10-27,No,,No,,86.0,73.4,0.0,Townsville,ENE,1016.4,58.0,1011.9,43.0,,11.6,19.0,31.0,ENE,54.0
ENE,82.04,83.48,2016-10-28,No,2.0,No,,86.72,70.88,0.0,Townsville,NE,1015.0,54.0,1011.3,37.0,,9.4,15.0,30.0,NE,55.0
ENE,80.06,83.66,2016-10-29,No,8.0,No,,87.08000000000001,76.46,0.0,Townsville,ENE,1015.3,56.0,1012.4,50.0,,11.2,19.0,30.0,E,74.0
NE,82.75999999999999,84.2,2016-10-30,No,,No,,86.36,75.56,0.0,Townsville,NE,1016.9,50.0,1012.9,37.0,,11.0,26.0,24.0,ENE,53.0
NE,82.58,83.3,2016-10-31,No,,No,,86.9,74.3,0.0,Townsville,NE,1014.3,50.0,1010.7,33.0,,10.8,24.0,20.0,ENE,50.0
N,82.4,84.02,2016-11-01,No,6.0,No,,86.53999999999999,71.78,0.0,Townsville,NE,1011.8,54.0,1008.2,31.0,1.0,10.0,15.0,19.0,NE,56.0
N,82.75999999999999,85.1,2016-11-02,No,4.0,No,,89.06,74.84,0.0,Townsville,N,1012.0,53.0,1008.9,33.0,,10.6,13.0,24.0,N,62.0
ENE,83.12,84.56,2016-11-03,No,,No,,88.52,77.54,0.0,Townsville,ENE,1014.7,61.0,1012.3,37.0,,7.6,22.0,26.0,ENE,62.0
ENE,82.94,84.74,2016-11-04,No,8.0,Yes,,88.16,76.28,0.4,Townsville,ENE,1014.2,60.0,1010.5,37.0,,9.6,22.0,26.0,ENE,67.0
ENE,78.98,83.66,2016-11-05,Yes,8.0,No,,87.61999999999999,75.02,6.8,Townsville,ENE,1013.5,68.0,1010.4,37.0,,8.8,17.0,30.0,E,83.0
N,84.91999999999999,86.53999999999999,2016-11-06,No,1.0,No,,90.68,72.32,0.6,Townsville,N,1012.3,56.0,1009.0,35.0,,8.6,7.0,20.0,NNW,63.0
NE,84.56,88.16,2016-11-07,No,1.0,No,,92.3,74.12,0.0,Townsville,ENE,1013.9,50.0,1009.7,33.0,,8.0,15.0,22.0,NNE,56.0
ENE,84.74,85.28,2016-11-08,No,1.0,No,,89.6,72.5,0.0,Townsville,ENE,1013.7,55.0,1010.3,39.0,,11.0,17.0,31.0,NNE,51.0
ENE,85.46000000000001,86.18,2016-11-09,No,7.0,No,,90.32,75.2,0.0,Townsville,NE,1013.8,59.0,1010.1,37.0,,10.2,17.0,30.0,NNE,52.0
ENE,86.36,88.7,2016-11-10,No,3.0,No,,90.86,75.2,0.0,Townsville,NNW,1013.0,51.0,1008.6,35.0,,14.0,17.0,19.0,N,58.0
N,86.36,90.86,2016-11-11,No,1.0,No,,94.46000000000001,78.8,0.0,Townsville,N,1011.9,54.0,1007.7,33.0,,12.0,19.0,20.0,NW,66.0
N,86.9,88.52,2016-11-12,No,8.0,No,,92.48,79.16,0.0,Townsville,SW,1011.6,61.0,1007.6,46.0,,9.8,20.0,24.0,N,67.0
N,85.64,87.8,2016-11-13,No,8.0,Yes,,91.76,75.02,0.2,Townsville,SW,1010.8,61.0,1005.9,57.0,,7.6,11.0,24.0,SW,63.0
ENE,83.48,91.4,2016-11-14,Yes,8.0,No,,94.28,72.32,3.0,Townsville,ENE,1010.4,35.0,1007.1,39.0,,9.0,17.0,20.0,SW,43.0
ENE,86.9,86.53999999999999,2016-11-15,No,,No,,93.02,68.9,0.0,Townsville,S,1014.0,31.0,1011.0,46.0,,11.6,22.0,31.0,SSE,12.0
ENE,83.66,83.66,2016-11-16,No,1.0,No,,88.52,65.3,0.0,Townsville,ENE,1016.3,46.0,1014.1,48.0,1.0,12.0,24.0,30.0,E,49.0
ENE,84.38000000000001,86.9,2016-11-17,No,1.0,No,,88.88000000000001,72.14,0.0,Townsville,E,1017.2,35.0,1014.4,56.0,,11.8,26.0,35.0,ESE,44.0
E,82.58,85.82,2016-11-18,No,5.0,No,,88.16,64.4,0.0,Townsville,E,1015.3,40.0,1012.3,52.0,,,24.0,39.0,ESE,49.0
E,81.32,84.02,2016-11-19,No,8.0,No,,88.16,70.52,0.0,Townsville,E,1013.7,50.0,1011.2,54.0,7.0,11.6,30.0,31.0,ESE,52.0
ENE,83.84,84.74,2016-11-20,No,8.0,No,,88.34,73.22,0.0,Townsville,ENE,1014.4,55.0,1011.4,48.0,,10.8,24.0,37.0,E,53.0
ENE,82.58,85.1,2016-11-21,No,1.0,No,,87.98,71.06,0.0,Townsville,ENE,1013.7,47.0,1010.4,48.0,,12.0,19.0,37.0,SE,45.0
ENE,83.66,82.94,2016-11-22,No,1.0,No,,88.88000000000001,70.52,0.0,Townsville,NE,1012.8,65.0,1009.2,44.0,1.0,12.0,20.0,31.0,E,50.0
ENE,82.4,85.82,2016-11-23,No,1.0,No,,88.88000000000001,71.42,0.0,Townsville,ENE,1012.1,55.0,1007.6,35.0,,9.4,17.0,30.0,NE,62.0
NE,83.66,88.88000000000001,2016-11-24,No,1.0,No,,91.58000000000001,68.54,0.0,Townsville,NE,1010.2,33.0,1007.1,30.0,,9.0,13.0,20.0,NW,61.0
NE,85.28,85.1,2016-11-25,No,4.0,No,,89.06,74.12,0.0,Townsville,ENE,1009.9,60.0,1008.4,37.0,,9.4,13.0,28.0,NNE,58.0
NE,84.38000000000001,85.82,2016-11-26,No,8.0,No,,89.06,78.44,0.0,Townsville,ENE,1011.7,62.0,1009.2,41.0,,9.2,17.0,31.0,ENE,63.0
ENE,83.48,87.26,2016-11-27,No,7.0,No,,90.5,75.56,0.0,Townsville,ENE,1012.8,52.0,1009.9,44.0,,12.0,20.0,35.0,E,59.0
NE,83.48,86.9,2016-11-28,No,8.0,No,,89.96000000000001,,0.0,Townsville,,1012.9,51.0,1009.6,,,11.2,15.0,31.0,E,59.0
ENE,83.12,85.46000000000001,2016-11-29,No,7.0,No,,89.41999999999999,75.92,0.0,Townsville,ENE,1011.8,52.0,1008.5,43.0,,11.4,13.0,33.0,SE,53.0
NNW,83.84,88.7,2016-11-30,No,2.0,No,,90.5,71.96,0.0,Townsville,E,1011.7,47.0,1007.7,35.0,,9.0,13.0,24.0,NNW,57.0
NE,85.1,88.52,2016-12-01,No,4.0,No,,92.11999999999999,77.36,0.0,Townsville,NNW,1012.7,49.0,1008.8,37.0,,9.8,15.0,17.0,N,57.0
NE,87.08000000000001,91.4,2016-12-02,No,,No,,95.72,73.58,0.0,Townsville,ENE,1013.0,46.0,1010.3,33.0,,8.8,17.0,19.0,NNW,51.0
ENE,86.72,88.16,2016-12-03,No,,No,,92.3,72.86,0.0,Townsville,ENE,1013.6,57.0,1011.5,37.0,,10.0,9.0,26.0,NNW,54.0
NE,85.64,89.24,2016-12-04,No,,No,,90.86,75.56,0.0,Townsville,NE,1016.1,50.0,1011.7,35.0,,11.0,22.0,20.0,ENE,59.0
ENE,86.72,86.9,2016-12-05,No,1.0,No,,89.24,77.0,0.0,Townsville,NE,1015.4,53.0,1012.0,39.0,,11.8,17.0,30.0,ENE,49.0
ENE,85.46000000000001,87.26,2016-12-06,No,,No,,89.6,77.18,0.0,Townsville,ENE,1015.0,53.0,1011.2,39.0,,9.8,19.0,30.0,ENE,55.0
ENE,84.02,86.36,2016-12-07,No,,No,,89.78,77.54,0.0,Townsville,ENE,1012.6,54.0,1010.7,39.0,,12.0,17.0,28.0,ENE,57.0
ENE,87.44,87.26,2016-12-08,No,,No,,90.86,78.25999999999999,0.0,Townsville,ENE,1011.3,56.0,1008.4,39.0,,11.0,26.0,28.0,ENE,61.0
NE,86.18,90.86,2016-12-09,No,1.0,No,,92.84,73.75999999999999,0.0,Townsville,NNE,1011.2,51.0,1008.0,37.0,,11.2,17.0,17.0,ENE,56.0
ENE,86.53999999999999,88.16,2016-12-10,No,6.0,Yes,,92.84,80.24000000000001,0.0,Townsville,ENE,1013.0,48.0,1010.4,48.0,2.0,10.4,20.0,37.0,ENE,61.0
E,82.94,83.66,2016-12-11,Yes,8.0,Yes,,86.18,75.02,5.4,Townsville,E,1014.0,55.0,1011.7,48.0,8.0,11.8,28.0,26.0,ESE,63.0
ENE,80.96,86.0,2016-12-12,Yes,6.0,Yes,,89.6,74.66,1.6,Townsville,E,1014.1,55.0,1012.6,57.0,8.0,7.0,22.0,30.0,ESE,70.0
E,78.62,83.3,2016-12-13,Yes,8.0,Yes,,85.46000000000001,73.75999999999999,15.4,Townsville,E,1014.8,66.0,1012.0,39.0,8.0,8.8,28.0,22.0,ESE,79.0
ENE,78.25999999999999,86.18,2016-12-14,Yes,8.0,No,,87.26,74.3,3.0,Townsville,ESE,1014.2,63.0,1010.6,35.0,6.0,4.2,17.0,24.0,E,85.0
ENE,86.72,86.18,2016-12-15,No,2.0,No,,89.06,75.74000000000001,0.0,Townsville,NE,1011.8,63.0,1008.7,41.0,,6.8,15.0,26.0,E,60.0
ENE,85.1,86.9,2016-12-16,No,,Yes,,90.32,79.34,0.0,Townsville,NE,1011.1,65.0,1007.9,37.0,1.0,9.2,17.0,28.0,ENE,67.0
NE,84.91999999999999,85.28,2016-12-17,Yes,7.0,No,,89.41999999999999,77.54,1.2,Townsville,ENE,1011.8,67.0,1008.3,33.0,8.0,9.2,15.0,24.0,NE,67.0
NE,85.64,88.16,2016-12-18,No,2.0,No,,91.22,77.9,0.4,Townsville,NE,1011.7,63.0,1008.8,33.0,3.0,7.6,17.0,26.0,ENE,67.0
ENE,86.0,87.26,2016-12-19,No,5.0,No,,89.6,77.9,0.0,Townsville,NE,1012.3,57.0,1009.5,41.0,,9.2,20.0,31.0,E,55.0
ENE,84.74,88.16,2016-12-20,No,4.0,No,,90.32,77.9,0.2,Townsville,ENE,1012.0,54.0,1009.4,48.0,,11.2,15.0,37.0,E,66.0
ENE,85.82,87.61999999999999,2016-12-21,No,1.0,No,,91.03999999999999,76.46,0.0,Townsville,ENE,1012.8,55.0,1009.9,37.0,,11.4,17.0,28.0,E,57.0
ENE,85.82,87.61999999999999,2016-12-22,No,7.0,No,,90.5,75.02,0.0,Townsville,NE,1012.2,62.0,1009.3,39.0,,9.4,13.0,28.0,NNE,58.0
E,83.66,88.52,2016-12-23,No,8.0,No,,90.5,78.44,0.0,Townsville,NE,1012.3,50.0,1010.2,43.0,,11.4,22.0,33.0,SE,82.0
ENE,86.72,86.53999999999999,2016-12-24,No,1.0,No,,90.32,73.58,0.0,Townsville,ENE,1012.9,57.0,1010.0,43.0,,7.4,22.0,33.0,ESE,54.0
ENE,82.4,86.72,2016-12-25,No,1.0,No,,89.78,77.72,0.0,Townsville,,1011.5,57.0,1008.8,,1.0,8.8,13.0,28.0,SE,64.0
NE,87.26,89.6,2016-12-26,No,4.0,No,,92.11999999999999,75.02,0.0,Townsville,ENE,1010.2,46.0,1005.8,41.0,,10.2,15.0,20.0,SE,51.0
NE,84.91999999999999,86.53999999999999,2016-12-27,No,2.0,Yes,,90.68,76.1,0.4,Townsville,NE,1010.0,58.0,1006.5,41.0,,10.8,13.0,28.0,SE,57.0
ENE,86.18,88.52,2016-12-28,Yes,,,,92.11999999999999,76.28,1.2,Townsville,ENE,1008.9,60.0,1006.5,48.0,2.0,12.0,17.0,33.0,SE,55.0
ENE,84.91999999999999,87.8,2016-12-29,,8.0,,,91.58000000000001,77.0,,Townsville,ENE,1008.1,61.0,1004.5,41.0,,,9.0,30.0,SSE,60.0
ENE,85.64,89.78,2016-12-30,,2.0,Yes,,91.03999999999999,78.08,,Townsville,NE,1005.8,57.0,1002.9,41.0,,,17.0,31.0,E,62.0
N,85.82,89.24,2016-12-31,Yes,7.0,No,,92.3,78.98,2.2,Townsville,NNE,1004.6,57.0,1002.3,37.0,,30.2,11.0,17.0,W,65.0
ENE,88.16,88.88000000000001,2017-01-01,No,,No,,93.02,77.54,0.0,Townsville,ENE,1004.6,61.0,1001.5,37.0,,8.0,11.0,30.0,ENE,58.0
ENE,85.64,89.06,2017-01-02,No,8.0,No,,94.82,81.14,0.0,Townsville,SSW,1005.4,60.0,1002.0,46.0,3.0,10.0,9.0,13.0,NNW,70.0
NNE,88.34,91.03999999999999,2017-01-03,No,,No,,93.91999999999999,75.56,0.4,Townsville,NNW,1005.6,48.0,1002.4,39.0,,6.2,7.0,26.0,WNW,56.0
ENE,85.46000000000001,86.9,2017-01-04,No,8.0,Yes,,92.48,78.08,0.0,Townsville,ENE,1006.6,68.0,1003.7,39.0,3.0,8.0,11.0,28.0,SE,70.0
ENE,83.84,89.41999999999999,2017-01-05,Yes,8.0,Yes,,91.94,76.46,5.2,Townsville,ENE,1006.2,64.0,1002.2,33.0,8.0,8.0,13.0,26.0,SSW,72.0
SE,79.88,78.8,2017-01-06,Yes,8.0,Yes,,88.34,76.46,34.8,Townsville,ESE,1003.9,97.0,1000.9,56.0,6.0,7.6,17.0,17.0,SSE,91.0
ESE,81.86,82.04,2017-01-07,Yes,8.0,No,,88.52,76.46,36.2,Townsville,ESE,1002.9,78.0,1000.7,39.0,8.0,4.6,13.0,26.0,S,78.0
ESE,84.56,88.88000000000001,2017-01-08,No,6.0,No,,90.5,77.18,0.0,Townsville,SE,1005.3,58.0,1003.9,56.0,6.0,8.0,11.0,26.0,ESE,64.0
ESE,84.38000000000001,89.96000000000001,2017-01-09,No,8.0,No,,90.86,78.25999999999999,0.6,Townsville,ESE,1008.1,62.0,1005.1,52.0,,6.6,17.0,33.0,SSE,66.0
E,86.72,89.6,2017-01-10,No,1.0,No,,91.58000000000001,78.8,0.0,Townsville,ENE,1009.1,61.0,1006.7,50.0,,7.6,28.0,35.0,ESE,63.0
E,86.18,88.7,2017-01-11,No,8.0,Yes,,90.86,78.08,0.8,Townsville,E,1010.0,65.0,1007.1,50.0,1.0,9.8,28.0,35.0,ESE,68.0
N,84.02,87.44,2017-01-12,Yes,8.0,No,,88.7,78.8,18.8,Townsville,NNE,1009.3,69.0,1006.9,37.0,,9.0,17.0,22.0,E,84.0
NE,82.58,87.98,2017-01-13,No,8.0,Yes,,90.14,80.24000000000001,0.4,Townsville,NNE,1011.1,71.0,1008.4,31.0,8.0,6.8,22.0,19.0,NNW,80.0
SSW,85.82,80.78,2017-01-14,Yes,,Yes,,90.5,80.78,1.4,Townsville,NNW,1009.9,92.0,1008.8,30.0,6.0,6.2,7.0,13.0,NNW,76.0
WNW,79.52,78.25999999999999,2017-01-15,Yes,8.0,Yes,,84.02,76.64,6.2,Townsville,WSW,1009.9,91.0,1007.6,33.0,8.0,3.2,13.0,7.0,NE,89.0
ENE,80.42,84.91999999999999,2017-01-16,Yes,8.0,Yes,,86.9,75.56,32.4,Townsville,NNW,1010.3,75.0,1008.7,39.0,6.0,4.0,11.0,28.0,SE,89.0
ENE,83.12,86.0,2017-01-17,Yes,8.0,No,,87.8,77.72,4.4,Townsville,ENE,1013.6,73.0,1010.9,37.0,1.0,6.2,11.0,28.0,NE,78.0
ENE,85.64,86.72,2017-01-18,No,4.0,No,,88.34,77.9,0.0,Townsville,NE,1013.6,64.0,1010.1,33.0,4.0,8.0,13.0,24.0,ENE,64.0
NE,85.82,89.41999999999999,2017-01-19,No,1.0,No,,91.03999999999999,77.54,0.0,Townsville,ENE,1011.3,50.0,1007.0,30.0,,8.0,9.0,22.0,SSW,66.0
ENE,86.0,88.7,2017-01-20,No,,No,,90.68,76.64,0.0,Townsville,NE,1009.8,47.0,1005.7,31.0,,10.8,0.0,24.0,,55.0
ENE,85.64,89.41999999999999,2017-01-21,No,,No,,91.4,75.56,0.0,Townsville,NE,1009.4,64.0,1006.2,33.0,,9.0,7.0,20.0,NE,67.0
ENE,86.36,89.06,2017-01-22,No,,No,,90.32,77.9,0.0,Townsville,ENE,1010.0,63.0,1008.7,39.0,,7.4,13.0,26.0,ENE,56.0
ENE,87.08000000000001,88.7,2017-01-23,No,1.0,Yes,,91.22,79.34,0.2,Townsville,ESE,1011.7,59.0,1009.8,39.0,,11.8,22.0,24.0,E,60.0
ENE,83.84,87.98,2017-01-24,Yes,8.0,No,,88.7,76.46,19.0,Townsville,SE,1013.7,67.0,1010.4,35.0,2.0,7.4,15.0,22.0,SE,70.0
ENE,83.12,87.61999999999999,2017-01-25,No,8.0,,,88.34,77.72,0.0,Townsville,ENE,1012.9,70.0,1009.8,41.0,3.0,6.8,19.0,31.0,SE,73.0
NE,83.66,87.44,2017-01-26,,2.0,Yes,,89.96000000000001,76.28,,Townsville,ENE,1012.0,59.0,1009.3,39.0,,,17.0,31.0,SSE,67.0
NE,85.28,87.44,2017-01-27,Yes,6.0,No,,89.6,77.0,1.2,Townsville,NE,1011.3,60.0,1008.8,33.0,,16.2,11.0,26.0,SE,64.0
NE,84.38000000000001,88.88000000000001,2017-01-28,No,2.0,Yes,,90.14,79.34,0.0,Townsville,ENE,1012.1,62.0,1010.0,35.0,3.0,8.6,17.0,22.0,E,70.0
ENE,85.46000000000001,89.24,2017-01-29,Yes,4.0,No,,90.5,78.98,1.2,Townsville,ENE,1012.4,53.0,1009.6,41.0,,9.2,17.0,31.0,SE,64.0
SE,85.64,85.46000000000001,2017-01-30,No,,No,,90.5,75.2,0.0,Townsville,E,1010.3,64.0,1008.1,44.0,8.0,9.8,15.0,26.0,SSE,59.0
ENE,82.22,76.82,2017-01-31,No,8.0,Yes,,88.52,75.92,1.0,Townsville,NE,1010.0,96.0,1008.9,46.0,8.0,6.4,19.0,20.0,SSE,74.0
ENE,84.91999999999999,87.44,2017-02-01,Yes,8.0,No,,89.41999999999999,73.94,54.2,Townsville,ENE,1012.5,70.0,1010.0,39.0,4.0,,19.0,28.0,ESE,79.0
ENE,85.64,87.98,2017-02-02,No,,Yes,,89.41999999999999,78.44,0.2,Townsville,,1011.8,70.0,1008.7,,,6.4,20.0,24.0,ESE,71.0
ENE,84.91999999999999,88.52,2017-02-03,Yes,2.0,No,,89.41999999999999,76.64,5.4,Townsville,ENE,1011.0,49.0,1008.4,41.0,,8.6,20.0,30.0,ESE,69.0
ENE,84.38000000000001,87.98,2017-02-04,No,1.0,Yes,,89.41999999999999,76.64,0.0,Townsville,E,1010.7,62.0,1008.3,44.0,8.0,9.6,24.0,28.0,ESE,72.0
E,83.84,87.98,2017-02-05,Yes,6.0,No,,90.14,78.25999999999999,1.4,Townsville,ENE,1010.5,61.0,1007.1,50.0,,9.4,24.0,33.0,ESE,76.0
ENE,84.56,87.98,2017-02-06,No,,Yes,,89.41999999999999,77.0,0.0,Townsville,E,1010.0,66.0,1006.3,48.0,1.0,8.0,24.0,28.0,ESE,57.0
ENE,85.82,85.28,2017-02-07,Yes,,No,,90.68,77.36,1.6,Townsville,ENE,1009.9,67.0,1007.5,50.0,8.0,9.6,22.0,28.0,SE,63.0
ENE,84.56,89.78,2017-02-08,No,1.0,No,,91.94,76.64,0.2,Townsville,E,1010.1,56.0,1007.0,48.0,,8.2,20.0,33.0,SE,66.0
E,86.36,89.96000000000001,2017-02-09,No,,No,,92.48,77.0,0.0,Townsville,SE,1010.2,51.0,1007.0,48.0,,8.6,24.0,31.0,SE,60.0
ENE,85.46000000000001,88.88000000000001,2017-02-10,No,,No,,90.5,78.44,0.0,Townsville,NE,1010.5,60.0,1007.5,41.0,,8.8,28.0,33.0,E,64.0
ENE,85.82,87.98,2017-02-11,No,1.0,No,,89.78,78.25999999999999,0.0,Townsville,ENE,1010.5,60.0,1007.9,28.0,,10.4,15.0,15.0,ENE,65.0
N,83.12,90.14,2017-02-12,No,7.0,No,,92.11999999999999,76.1,0.0,Townsville,N,1008.1,44.0,1004.9,31.0,,6.4,13.0,17.0,NW,70.0
NNW,86.53999999999999,94.64,2017-02-13,No,,No,,96.61999999999999,78.25999999999999,0.0,Townsville,SW,1007.2,53.0,1003.2,31.0,,7.2,17.0,15.0,NW,66.0
NNW,90.32,96.08000000000001,2017-02-14,No,,Yes,,98.96000000000001,82.75999999999999,0.0,Townsville,SW,1008.4,38.0,1005.2,35.0,6.0,11.2,19.0,17.0,WSW,46.0
ENE,84.2,85.64,2017-02-15,Yes,7.0,Yes,,93.02,76.64,1.8,Townsville,ENE,1010.8,72.0,1007.4,37.0,4.0,9.8,17.0,13.0,SE,76.0
ESE,76.28,74.3,2017-02-16,Yes,8.0,Yes,,84.91999999999999,74.66,38.0,Townsville,E,1012.1,93.0,1011.0,61.0,8.0,11.6,22.0,20.0,E,94.0
NE,84.56,87.08000000000001,2017-02-17,Yes,1.0,No,,89.06,73.22,13.6,Townsville,E,1013.5,61.0,1011.6,31.0,,2.2,19.0,24.0,ESE,73.0
N,83.66,89.6,2017-02-18,No,7.0,No,,89.96000000000001,76.46,0.0,Townsville,N,1012.3,48.0,1008.7,28.0,,8.0,0.0,11.0,,75.0
N,84.74,87.08000000000001,2017-02-19,No,7.0,Yes,,90.86,78.25999999999999,0.0,Townsville,WSW,1010.1,64.0,1005.9,33.0,5.0,5.8,13.0,22.0,NW,69.0
NNW,85.1,86.9,2017-02-20,Yes,7.0,No,,89.96000000000001,76.82,1.8,Townsville,NNE,1009.9,68.0,1008.0,31.0,1.0,5.8,4.0,19.0,E,71.0
ENE,80.42,86.72,2017-02-21,No,8.0,No,,88.7,79.34,0.0,Townsville,ENE,1013.0,72.0,1010.6,31.0,2.0,4.8,11.0,24.0,E,82.0
ENE,84.91999999999999,88.52,2017-02-22,No,8.0,Yes,,90.5,77.0,0.0,Townsville,ESE,1013.5,63.0,1010.9,37.0,8.0,6.4,17.0,28.0,SE,73.0
ESE,84.2,82.04,2017-02-23,Yes,8.0,No,,88.34,75.74000000000001,20.0,Townsville,ESE,1014.7,80.0,1011.9,41.0,7.0,8.2,11.0,26.0,SE,71.0
ENE,85.64,88.34,2017-02-24,No,1.0,No,,90.32,78.62,0.6,Townsville,E,1014.0,70.0,1010.2,41.0,1.0,5.6,20.0,28.0,ESE,65.0
ENE,81.68,89.06,2017-02-25,No,7.0,No,,89.41999999999999,75.92,0.0,Townsville,ESE,1012.9,61.0,1009.1,37.0,6.0,7.6,11.0,26.0,SE,73.0
ESE,83.66,88.34,2017-02-26,No,1.0,No,,89.41999999999999,74.48,0.0,Townsville,ENE,1011.7,54.0,1008.6,39.0,,6.8,20.0,28.0,ESE,65.0
ENE,83.66,87.61999999999999,2017-02-27,No,,No,,89.78,73.22,0.0,Townsville,SE,1012.6,61.0,1009.6,52.0,,10.0,17.0,30.0,SE,62.0
ENE,83.66,88.34,2017-02-28,No,,No,,89.96000000000001,74.66,0.4,Townsville,ENE,1012.1,58.0,1009.4,44.0,,8.4,19.0,30.0,SE,64.0
ENE,84.56,89.24,2017-03-01,No,,No,,91.4,75.2,0.0,Townsville,ENE,1012.0,59.0,1008.4,41.0,,7.8,22.0,30.0,SSE,62.0
ENE,85.1,88.7,2017-03-02,No,4.0,Yes,,89.6,77.0,0.0,Townsville,ENE,1010.5,63.0,1007.0,48.0,3.0,9.4,24.0,35.0,SE,67.0
E,84.2,84.2,2017-03-03,Yes,8.0,Yes,,86.0,75.2,4.0,Townsville,ENE,1010.1,77.0,1007.2,61.0,7.0,8.0,11.0,13.0,ESE,77.0
ENE,80.24000000000001,84.56,2017-03-04,Yes,8.0,No,,86.0,73.4,9.4,Townsville,E,1009.6,75.0,1007.2,41.0,3.0,2.8,0.0,30.0,,87.0
ENE,83.84,87.98,2017-03-05,No,8.0,No,,89.6,77.0,0.0,Townsville,ENE,1010.1,68.0,1005.9,30.0,,5.6,9.0,24.0,ESE,74.0
NE,86.0,89.6,2017-03-06,No,8.0,No,,89.6,78.8,0.0,Townsville,NE,1009.8,59.0,1007.2,30.0,8.0,7.2,7.0,19.0,W,73.0
NE,87.08000000000001,91.94,2017-03-07,No,8.0,Yes,,91.4,78.8,0.0,Townsville,NNE,1010.7,54.0,1007.3,30.0,,2.8,9.0,17.0,NW,67.0
NE,84.38000000000001,88.88000000000001,2017-03-08,Yes,3.0,Yes,,89.6,77.0,2.4,Townsville,E,1010.7,67.0,1006.8,35.0,,7.6,0.0,26.0,,81.0
ESE,81.86,79.16,2017-03-09,Yes,8.0,Yes,,84.2,75.2,10.4,Townsville,E,1009.8,94.0,1006.5,39.0,8.0,6.6,17.0,20.0,SE,84.0
ENE,79.88,85.28,2017-03-10,Yes,,No,,86.0,69.8,14.4,Townsville,ENE,1011.9,63.0,1008.7,30.0,,3.6,11.0,20.0,SSE,70.0
NE,83.48,85.46000000000001,2017-03-11,No,,No,,87.8,73.4,0.0,Townsville,ENE,1011.5,50.0,1009.2,31.0,1.0,7.0,4.0,19.0,SW,67.0
